"","logFC","logCPM","LR","PValue","FDR"
"PITA_42306",1.76940409615338,5.17756178589699,8.35509102159503,0.00384608200819427,0.255714633829787
"PITA_49125",1.79667856848416,2.49546327064232,8.31446498138287,0.00393305873807143,0.25881543449709
"PITA_18197",1.84590379053517,1.6765158851178,8.29942673474491,0.00396575947344841,0.260109073701046
"PITA_39836",1.82598328009156,2.62993783296718,8.25913103772437,0.00405475319256135,0.26278077256034
"PITA_26036",2.03190599442803,1.0301378284968,8.25281336243822,0.00406888904174191,0.263032665912505
"PITA_24183",3.47400316016772,2.04988952469625,8.24256791069209,0.00409192001768934,0.26385687269844
"PITA_19454",2.15243230283837,1.6968362012223,8.2018282711317,0.00418481993302878,0.267162235724504
"PITA_45895",1.07780729439145,5.17611645077396,8.17454601258447,0.00424823005670835,0.268538364963949
"PITA_40644",0.89170767129029,6.21501369457244,8.13169109077877,0.00434981571912551,0.271614770354348
"PITA_41869",1.1057822877448,4.47424688674832,8.10239264102634,0.00442068655995533,0.274398727618662
"PITA_16005",2.31111402063412,1.04355877654312,8.10002052455372,0.00442647573387337,0.274398727618662
"PITA_05309",2.72943045455949,0.570197826630504,8.06684332132517,0.00450825881100511,0.277108316428044
"PITA_38868",1.50467768408013,2.44593853629386,8.06187139953657,0.00452064668176063,0.277108316428044
"PITA_32140",1.41188052050854,4.46210470589672,8.03240646995828,0.00459477528071327,0.279025847887421
"PITA_35306",1.01585387061395,5.05619748335027,7.98628571819498,0.00471330110460042,0.283780584844325
"PITA_02594",1.87169975991774,3.26776640492261,7.98311327622367,0.00472156755488338,0.283780584844325
"PITA_00728",0.908079352849972,6.51464307427317,7.96094741196652,0.00477973885292786,0.285915890602893
"PITA_45295",1.34194961029164,4.62190688689477,7.95687057659358,0.00479051718201544,0.285915890602893
"PITA_41272",2.4788689786709,3.12565661045609,7.91355475946916,0.00490657617193161,0.291220372846536
"PITA_17175",1.69111044420353,4.13582603678379,7.8651936103892,0.00503954300813243,0.297098393257729
"PITA_08705",1.04071860308112,5.26328293730805,7.83288088520657,0.00513042646389261,0.297814646667541
"PITA_03375",1.56576307523976,4.54509030937589,7.76496282149899,0.00532693931802819,0.305308577981115
"PITA_28917",1.55581315977748,2.89730069178703,7.7423610748607,0.00539402276345546,0.308312249891583
"PITA_34737",1.955278377668,1.2162732754727,7.72182790083437,0.0054557130928404,0.3100720652757
"PITA_16068",1.20307075664091,4.36437925556561,7.71665340944133,0.00547137262534019,0.3100720652757
"PITA_16579",1.45998842037554,3.47907019193417,7.66229179996363,0.0056386833803642,0.315274880770516
"PITA_44720",1.55073346045915,3.06488118773666,7.6057747967853,0.0058181657842476,0.321983991581896
"PITA_19013",1.34798022798263,3.35267230251391,7.60477080605487,0.00582140633159288,0.321983991581896
"PITA_33340",2.25879736191933,3.20355497384552,7.59128934062678,0.00586509878968548,0.323537971740132
"PITA_20874",1.06856592300353,7.16420758020112,7.57807689117476,0.00590824401200972,0.323993962231234
"PITA_06320",1.09931669723242,4.30408856654383,7.5706023450039,0.00593279539099329,0.324646611757893
"PITA_16385",1.13062279161281,6.45591644411743,7.56429373875066,0.00595359803503118,0.325091787172426
"PITA_34174",1.79883096860323,1.87247112961139,7.53309311018828,0.00605758175928539,0.32608881183301
"PITA_46329",1.05510483673645,4.79312211834868,7.52870248757426,0.00607236260333571,0.32608881183301
"PITA_47788",0.899089038769915,5.63771945221448,7.52836336676173,0.00607350576902192,0.32608881183301
"PITA_27377",2.30908586332143,4.07131849900242,7.4686434510166,0.00627828406624142,0.332415803663109
"PITA_16575",1.73705106161403,4.47822804461289,7.45965032621965,0.00630972621209289,0.332415803663109
"PITA_01007",0.855744120027511,7.83646562657948,7.45638432189631,0.00632118469987761,0.332415803663109
"PITA_28939",1.42399507284138,2.70890935589483,7.45361101604831,0.00633093127306232,0.332415803663109
"PITA_39356",1.85149547626342,1.34428906308043,7.44910405979104,0.00634680336236511,0.332415803663109
"PITA_21777",1.19357200356094,3.80945860198544,7.43782215062915,0.00638671305928355,0.332415803663109
"PITA_06000",2.56975808745311,-0.0956860190738167,7.43447867266022,0.00639858973696914,0.332415803663109
"PITA_16452",3.00153674098016,2.29571640745544,7.42659640400145,0.00642667838457431,0.332678081044068
"PITA_35593",1.20030377302709,4.52334630922674,7.38281082121984,0.00658501738214184,0.336649175488622
"PITA_37090",1.09240715709973,4.35873980494888,7.37522326578029,0.00661285806222548,0.336730931168561
"PITA_43485",1.78372829014946,3.34801237419234,7.36646954551491,0.00664512706531674,0.337704041592651
"PITA_06921",1.55573179805133,3.05937599307149,7.33229022827349,0.00677267033672471,0.342611703560168
"PITA_27005",1.30128713308812,3.76503813596651,7.32689892660288,0.0067930155692456,0.342611703560168
"PITA_44166",3.21852732086994,1.48052871032817,7.29971162058019,0.00689656787506209,0.345310879721379
"PITA_44078",1.93857022268977,1.84625311909624,7.28335983532086,0.00695962446502864,0.346053961995745
"PITA_09491",1.67415920172774,2.53817771765266,7.24948774078148,0.00709212413417868,0.347445126612843
"PITA_06943",3.3606029101169,1.36355785308725,7.23554629323884,0.00714740588094758,0.348728183514522
"PITA_01492",1.46653639786594,2.49489879575835,7.21967446780824,0.00721087835769093,0.35114177016991
"PITA_30390",1.36085799008405,2.85842697075155,7.21635186348353,0.00722423841372009,0.35114177016991
"PITA_43400",1.71765051911277,2.67285173797569,7.18942916473221,0.00733343066696016,0.353105374553219
"PITA_18966",1.65576114283749,2.84043521457702,7.17252552808099,0.00740284845101569,0.354433703454073
"PITA_02035",1.52144758736544,6.30349068398027,7.17051139167141,0.00741116451770298,0.354433703454073
"PITA_02748",1.41321857842301,5.55992452948764,7.16927839605039,0.00741626008240482,0.354433703454073
"PITA_02972",1.29100681325885,4.12418502854214,7.14322238150772,0.00752478247800323,0.357001439367874
"PITA_47823",1.13745645568691,4.70166574471392,7.14013977427517,0.00753772836311254,0.357001439367874
"PITA_12161",1.28929816794002,3.24589349635956,7.12460334559121,0.00760332339367981,0.358697962454777
"PITA_44170",3.54461415163874,2.30477886151494,7.11421434871186,0.00764751119377895,0.360120600508519
"PITA_47984",1.91715222732649,1.13519585885812,7.09549733028756,0.00772778454253153,0.362312642866679
"PITA_13858",1.32530350639476,3.94932446253686,7.09349708377696,0.00773641397642379,0.362312642866679
"PITA_02279",1.58556553535874,3.6132795262508,7.08075531647455,0.00779161609391844,0.363570973516951
"PITA_14636",1.98265668570229,1.15920359981986,7.05243867063989,0.00791574117481351,0.367359098572177
"PITA_13356",1.52049500303586,2.11414508376812,7.04725573462052,0.00793867842520782,0.367645631350624
"PITA_41459",1.0246686654043,4.64551392263497,7.0391277823588,0.00797478590672552,0.367645631350624
"PITA_11991",1.00872973634215,4.19758784872281,7.03516869654476,0.00799243447186669,0.367645631350624
"PITA_25628",0.913976580953328,8.46385407679555,7.03492054050159,0.00799354201580611,0.367645631350624
"PITA_34355",1.42437906036447,2.6393239285137,7.03163329769955,0.00800822811233043,0.367662193693825
"PITA_05294",0.863965606270003,5.49324230932089,6.99579697239711,0.0081701324204198,0.373758072081379
"PITA_42205",0.793608565865067,6.26410079584448,6.96846416995763,0.00829586690659276,0.376630105933848
"PITA_48965",3.45693080440177,2.72645085233296,6.93006212541965,0.0084758744565496,0.381823828739354
"PITA_20548",2.45606544402029,1.4854408668812,6.92438187688121,0.00850283762367953,0.381907198733436
"PITA_00402",2.83867444384797,7.40305254205986,6.92246446026304,0.00851195907401518,0.381907198733436
"PITA_37132",1.80795057201038,1.39568286570595,6.91884945094198,0.00852918348352933,0.381933257824536
"PITA_06468",2.82908701950612,1.11605574243811,6.89988576176012,0.00862012576228896,0.38474244793632
"PITA_33853",2.40416271357225,-0.209512373714823,6.88142728413451,0.00870959849006205,0.385384716636125
"PITA_11874",2.83443946700916,0.168009610837978,6.86626113744804,0.00878382355388937,0.388000082077482
"PITA_13495",1.37365067232182,2.40803436550192,6.85654488132878,0.00883171615248161,0.389445297830392
