"","Sl1","Sl2","Sl3","Ctr1","Ctr2","Ctr3"
"PITA_05144",82,73,69,51,107,92
"PITA_16384",88,73,49,78,68,54
"PITA_33870",177,84,223,117,73,240
"PITA_17440",4,0,0,4,4,0
"PITA_42283",0,0,0,0,0,0
"PITA_10877",404,175,150,119,165,204
"PITA_19906",2055,1100,1448,645,940,993
"PITA_09496",0,0,0,0,0,0
"PITA_45011",48,17,32,26,6,18
"PITA_08210",106,148,139,116,63,178
"PITA_42419",1,4,0,1,3,3
"PITA_48081",0,0,0,0,0,0
"PITA_51136",316,207,207,202,173,255
"PITA_35816",31,4,12,7,5,10
"PITA_39458",0,0,0,0,1,0
"PITA_18648",733,757,405,426,379,856
"PITA_35862",744,405,419,408,416,421
"PITA_44061",107,76,103,12,17,0
"PITA_05178",17,12,8,11,21,13
"PITA_44119",0,0,0,0,0,1
"PITA_24190",2,0,2,2,0,2
"PITA_39186",0,0,0,0,0,0
"PITA_51259",3,1,4,1,1,3
"PITA_25328",0,16,1,0,14,4
"PITA_42597",0,0,0,0,0,0
"PITA_13680",195,107,87,142,69,120
"PITA_12580",174,78,106,61,103,46
"PITA_21084",1924,893,825,643,555,957
"PITA_43807",55,25,16,37,40,40
"PITA_20367",2,0,0,0,1,0
"PITA_34108",3249,2205,1705,2062,1737,2420
"PITA_04450",0,0,12,2,0,0
"PITA_01777",203,112,110,349,256,213
"PITA_44724",149,1,186,142,67,2
"PITA_42478",0,4,0,11,0,0
"PITA_48732",3,1,0,0,6,2
"PITA_16226",0,0,0,0,0,0
"PITA_43681",11,8,5,5,12,13
"PITA_26811",23,14,38,29,11,20
"PITA_06521",0,0,0,0,0,0
"PITA_19910",0,0,0,0,0,0
"PITA_13129",0,0,0,0,0,0
"PITA_27418",0,0,0,1,1,0
"PITA_06380",134,147,72,107,103,93
"PITA_19280",1206,698,807,895,778,996
"PITA_33541",0,0,0,1,3,6
"PITA_44727",7,0,3,7,25,0
"PITA_24491",4,0,2,8,2,0
"PITA_04779",302,94,119,104,107,104
"PITA_01558",107,101,0,156,0,221
"PITA_09637",4,2,1,2,3,1
"PITA_41223",440,137,243,584,687,362
"PITA_41555",17,37,0,9,13,16
"PITA_30579",0,0,0,0,0,0
"PITA_29617",36,35,26,47,55,48
"PITA_40877",0,0,0,0,0,0
"PITA_30255",0,23,0,17,40,32
"PITA_00470",32,13,0,68,178,15
"PITA_42249",87,51,40,48,36,95
"PITA_50020",2,0,0,0,0,1
"PITA_01633",0,0,0,0,0,0
"PITA_00873",0,0,0,0,0,0
"PITA_40980",419,240,198,137,342,170
"PITA_49553",338,200,135,243,115,205
"PITA_01336",0,0,0,0,0,0
"PITA_13173",0,0,0,0,0,0
"PITA_32296",269,132,146,106,95,81
"PITA_04396",1,0,1,0,0,1
"PITA_41674",48,48,32,37,33,134
"PITA_28245",0,0,0,0,0,0
"PITA_12671",22,19,10,34,17,13
"PITA_13070",25,12,14,25,50,4
"PITA_29835",87,39,32,48,27,48
"PITA_15707",339,122,152,149,118,532
"PITA_26336",0,0,0,0,0,0
"PITA_34160",601,351,289,282,377,378
"PITA_51075",154,177,148,158,146,259
"PITA_24768",35,62,48,69,37,84
"PITA_19443",10,2,3,3,1,4
"PITA_46505",6,4,6,5,4,5
"PITA_42646",0,0,0,0,0,0
"PITA_36909",36,24,26,25,23,16
"PITA_19542",14,32,17,16,27,15
"PITA_35179",394,143,321,283,79,84
"PITA_21413",322,232,166,185,118,252
"PITA_42438",16,5,5,3,4,7
"PITA_46861",0,0,0,0,0,0
"PITA_47693",0,0,0,0,0,0
"PITA_33725",11646,6585,6531,8920,8349,8792
"PITA_41823",26,6,10,18,16,21
"PITA_04414",0,0,0,0,0,0
"PITA_02092",0,0,0,0,0,0
"PITA_37075",3,0,0,3,0,0
"PITA_40435",31,36,48,36,15,23
"PITA_20703",2587,1678,1219,2257,1531,2130
"PITA_51354",0,1,2,0,0,0
"PITA_08197",0,0,0,0,0,0
"PITA_08332",1,2,0,2,0,1
"PITA_35159",0,0,0,0,0,0
"PITA_02270",0,0,0,0,0,0
"PITA_09430",31,0,3,8,13,1
"PITA_20465",413,286,204,462,343,405
"PITA_37957",1,1,3,7,2,6
"PITA_45021",0,1,0,0,0,15
"PITA_46915",399,26,136,266,202,4
"PITA_30585",0,0,0,0,0,0
"PITA_34316",4525,2359,1954,3096,2727,3960
"PITA_19694",135,86,80,97,49,81
"PITA_30686",0,0,0,0,0,0
"PITA_39388",0,0,0,0,0,0
"PITA_31961",0,0,0,0,0,0
"PITA_06811",35,18,11,13,69,21
"PITA_15548",0,86,79,165,155,237
"PITA_29483",100,119,67,64,118,53
"PITA_45243",543,454,341,281,449,405
"PITA_33811",1,0,0,11,0,1
"PITA_13133",0,0,0,0,0,0
"PITA_12918",0,0,0,0,0,0
"PITA_19531",0,0,0,0,0,0
"PITA_30562",241,110,180,199,189,218
"PITA_03403",24,10,7,11,25,28
"PITA_24717",42,17,12,23,13,18
"PITA_20518",42,22,31,33,26,28
"PITA_44236",0,0,0,0,0,0
"PITA_26006",53,5,19,28,11,0
"PITA_19555",16,7,9,13,14,387
"PITA_25388",1365,733,835,891,754,1002
"PITA_15955",0,3,0,1,0,6
"PITA_23620",0,0,0,0,0,0
"PITA_13671",0,0,0,0,0,0
"PITA_38140",504,253,221,257,177,240
"PITA_17105",255,99,99,119,90,121
"PITA_34708",2,3,4,2,0,0
"PITA_47625",0,0,0,0,0,0
"PITA_22488",6,11,1,8,3,1
"PITA_47992",266,153,117,187,131,192
"PITA_18479",32,22,19,5,13,21
"PITA_25064",548,300,233,300,445,447
"PITA_10458",508,290,289,273,316,363
"PITA_04496",28,19,8,8,7,20
"PITA_03999",2149,1622,1328,1474,1341,1884
"PITA_09044",514,336,288,505,295,489
"PITA_00227",0,0,0,0,1,0
"PITA_39184",269,217,144,284,169,224
"PITA_28486",0,0,0,0,0,0
"PITA_42681",17,12,14,12,5,14
"PITA_29413",0,0,0,0,0,0
"PITA_11225",0,0,0,0,0,0
"PITA_19347",0,0,0,0,0,0
"PITA_18732",381,338,243,250,555,493
"PITA_50863",264,72,98,189,80,177
"PITA_17586",0,0,0,0,0,0
"PITA_38377",0,0,1,1,0,1
"PITA_43048",33,30,9,20,25,47
"PITA_30301",362,303,215,236,172,285
"PITA_20864",0,0,0,0,1,0
"PITA_20913",285,155,126,108,140,196
"PITA_28096",85,88,70,73,81,103
"PITA_18702",40,22,19,16,33,22
"PITA_41048",133,26,55,43,23,46
"PITA_43717",2,0,0,6,12,0
"PITA_20491",12,34,17,31,14,19
"PITA_32007",1808,918,774,852,832,1155
"PITA_26514",1,3,0,6,2,3
"PITA_26552",0,0,0,0,0,7
"PITA_41483",0,0,0,0,0,0
"PITA_28430",175,22,77,47,106,30
"PITA_11299",0,0,0,0,0,0
"PITA_10426",146,0,76,22,7,2
"PITA_47367",1,3,3,0,7,5
"PITA_23076",0,1,0,0,0,0
"PITA_01947",90,44,74,42,75,97
"PITA_04888",2033,1089,1089,1325,1168,1255
"PITA_36385",16,3,2,6,1,1
"PITA_47024",5049,3464,3028,3270,2955,3893
"PITA_30239",0,0,0,0,0,0
"PITA_30124",427,201,288,194,193,213
"PITA_20698",137,65,115,19,43,98
"PITA_14479",21,7,13,14,4,1
"PITA_32463",0,0,0,0,0,0
"PITA_10567",5,0,0,2,1,1
"PITA_43445",1838,1056,1146,1418,1851,1203
"PITA_32309",908,447,516,492,629,596
"PITA_26951",25,0,6,1,6,2
"PITA_26266",573,397,152,81,125,177
"PITA_11487",0,0,0,0,1,0
"PITA_07869",39,40,59,35,19,25
"PITA_41350",33,33,37,26,10,29
"PITA_38309",107,31,18,40,57,29
"PITA_21624",0,0,0,0,0,0
"PITA_38773",86,35,34,17,23,27
"PITA_00773",9,9,6,41,22,3
"PITA_45646",0,1,0,3,0,0
"PITA_03780",0,0,1,0,1,1
"PITA_00149",15,25,6,23,23,24
"PITA_47457",367,201,190,192,187,379
"PITA_25957",0,1,0,0,0,0
"PITA_45042",0,0,0,0,0,1
"PITA_40562",1,0,2,7,4,10
"PITA_13452",0,0,0,0,0,0
"PITA_43456",18,0,8,12,4,0
"PITA_11390",0,0,0,0,0,0
"PITA_47214",3432,1098,2942,3203,2018,1344
"PITA_39747",0,0,0,0,0,0
"PITA_35849",2,3,1,1,0,2
"PITA_10947",1,0,0,6,58,1
"PITA_25812",105,48,37,45,31,52
"PITA_25016",0,0,0,0,0,0
"PITA_31871",0,0,0,0,0,1
"PITA_48893",48,95,31,127,18,140
"PITA_37721",4,4,2,9,5,2
"PITA_42376",0,0,0,0,0,0
"PITA_20643",103,74,40,66,57,92
"PITA_04982",0,1,3,1,0,0
"PITA_22935",0,0,0,1,0,0
"PITA_39323",1635,931,1030,1127,1125,965
"PITA_44085",1209,589,779,771,1084,605
"PITA_04132",11,8,5,9,3,14
"PITA_39391",868,637,397,435,412,430
"PITA_38105",263,122,130,190,177,161
"PITA_00782",4,0,0,2,4,0
"PITA_24098",109,88,87,143,120,99
"PITA_01253",102,59,53,75,50,91
"PITA_35562",2237,1127,1328,1330,1200,1361
"PITA_44687",125,79,102,187,144,121
"PITA_40169",0,0,0,0,0,0
"PITA_17833",7,5,1,13,22,15
"PITA_15942",2,1,3,1,3,2
"PITA_01260",0,0,0,0,0,0
"PITA_04719",1,10,3,3,2,569
"PITA_02003",15,11,7,5,0,5
"PITA_41826",286,209,107,57,139,159
"PITA_04119",2,0,0,0,1,2
"PITA_39587",40,38,53,31,31,18
"PITA_04106",0,0,0,0,0,0
"PITA_49556",239,94,137,177,113,99
"PITA_40258",0,0,0,0,0,87
"PITA_41390",0,0,0,0,1,0
"PITA_39301",320,531,283,93,695,539
"PITA_05224",3,7,2,0,3,10
"PITA_49355",591,227,225,341,362,252
"PITA_26725",0,1,0,0,0,0
"PITA_45841",0,0,0,0,7,0
"PITA_36669",0,0,0,0,0,0
"PITA_29994",385,409,252,302,229,318
"PITA_51424",0,0,0,0,0,0
"PITA_50781",10,0,0,10,0,3
"PITA_47392",24,20,27,35,13,22
"PITA_36988",0,0,0,0,0,0
"PITA_17202",0,0,0,0,0,0
"PITA_33617",5,0,6,7,2,0
"PITA_51536",50,58,23,67,39,59
"PITA_06842",0,0,0,0,0,0
"PITA_28518",47,17,31,21,13,22
"PITA_17958",141,98,82,200,169,146
"PITA_40081",44,23,30,29,45,26
"PITA_29711",34,20,20,22,51,10
"PITA_14129",0,0,0,0,0,0
"PITA_09882",752,417,589,814,565,856
"PITA_44077",582,234,130,271,243,731
"PITA_20729",0,0,0,0,0,0
"PITA_36462",8,7,11,25,14,7
"PITA_20633",1246,685,884,933,939,1004
"PITA_34721",0,0,0,0,0,0
"PITA_43275",6,5,8,5,3,26
"PITA_39443",241,104,100,84,69,113
"PITA_04757",166,51,94,100,58,87
"PITA_33531",0,4,0,0,1,0
"PITA_26538",0,0,0,0,0,0
"PITA_28285",1116,741,437,767,491,980
"PITA_49424",0,1,0,0,1,0
"PITA_36472",285,212,153,230,180,281
"PITA_45002",150,113,84,151,55,88
"PITA_50162",19,7,3,13,8,12
"PITA_06419",5,0,0,0,0,0
"PITA_28804",66,20,22,30,18,15
"PITA_36710",159,90,75,99,70,146
"PITA_31339",0,0,1,0,1,0
"PITA_50392",0,0,0,0,0,0
"PITA_15504",1219,896,767,781,679,1122
"PITA_40914",1,0,0,0,0,1
"PITA_03901",0,0,0,0,0,0
"PITA_35808",783,781,498,505,578,1041
"PITA_34626",0,0,0,0,0,0
"PITA_05876",28,13,17,8,11,4
"PITA_45863",0,0,0,0,0,0
"PITA_50566",0,0,0,0,0,0
"PITA_09071",1410,786,447,423,451,514
"PITA_44058",174,117,113,77,25,114
"PITA_42847",0,0,0,0,0,0
"PITA_03066",67,42,1,57,43,11
"PITA_45382",0,0,0,0,0,0
"PITA_48830",0,1,0,0,0,0
"PITA_29859",60,40,26,23,40,31
"PITA_14294",17,15,8,16,14,9
"PITA_26469",32,11,13,8,10,12
"PITA_38899",1,0,0,0,4,6
"PITA_16747",1547,841,869,651,455,834
"PITA_39674",3,2,0,1,0,1
"PITA_25025",8,6,7,6,5,6
"PITA_08494",2229,1407,1205,1518,1221,1745
"PITA_15621",1689,642,1210,1364,539,387
"PITA_19127",54,9,29,25,27,18
"PITA_46281",0,0,0,0,0,0
"PITA_30942",23,20,16,22,25,25
"PITA_40639",0,0,0,0,0,0
"PITA_22496",57,28,41,19,53,15
"PITA_42292",779,467,570,641,623,517
"PITA_28055",9,20,41,5,6,9
"PITA_48341",32,23,15,29,21,31
"PITA_16138",45,9,33,30,55,12
"PITA_28981",531,486,385,464,944,502
"PITA_30508",601,259,283,396,284,407
"PITA_23646",191,46,103,122,71,76
"PITA_08184",0,0,2,7,9,2
"PITA_27148",9,6,8,9,9,14
"PITA_41659",36,0,23,0,0,3
"PITA_26285",23,1,1,2,6,4
"PITA_32559",0,0,0,0,0,0
"PITA_35088",122,97,97,119,84,89
"PITA_36402",163,105,87,81,79,142
"PITA_26322",0,0,0,0,0,0
"PITA_46837",26,10,5,12,4,18
"PITA_21314",1037,687,776,818,750,1030
"PITA_32986",95,18,51,28,21,54
"PITA_16194",66,32,18,19,29,18
"PITA_34243",63,83,47,56,59,77
"PITA_31738",1361,1190,778,634,616,1498
"PITA_14190",5,0,0,0,0,0
"PITA_34878",0,0,0,3,0,3
"PITA_33632",0,0,1,0,3,1
"PITA_28302",1309,1036,722,897,757,1115
"PITA_11984",662,518,381,442,415,746
"PITA_41006",3,0,0,0,0,0
"PITA_05465",11,0,7,0,2,1
"PITA_29762",3,0,0,0,0,0
"PITA_50744",0,0,0,0,0,0
"PITA_17059",272,182,162,192,158,191
"PITA_16797",13,46,29,45,56,64
"PITA_27340",122,31,43,9,54,38
"PITA_30509",0,0,0,0,0,0
"PITA_04581",379,364,222,294,277,566
"PITA_48483",47,10,62,108,31,35
"PITA_19674",10,3,19,34,23,12
"PITA_23686",0,3,4,0,3,0
"PITA_22094",0,9,1,7,0,2
"PITA_30193",781,484,479,373,396,549
"PITA_08346",987,505,698,675,591,606
"PITA_39269",0,0,0,0,0,0
"PITA_16369",0,0,1,0,0,0
"PITA_30158",0,0,0,0,0,0
"PITA_41698",0,0,1,0,1,0
"PITA_37173",224,134,106,166,139,184
"PITA_04908",29,24,13,7,7,15
"PITA_43509",0,0,2,0,0,0
"PITA_09957",0,0,0,0,0,0
"PITA_18931",110,67,44,48,56,73
"PITA_37005",1465,1030,747,1389,898,1378
"PITA_23681",11773,8620,6261,9813,8361,8532
"PITA_14234",817,553,534,637,505,794
"PITA_14248",0,0,0,0,0,0
"PITA_12680",495,209,274,310,372,294
"PITA_22486",0,0,0,0,0,0
"PITA_01804",28,5,47,40,31,5
"PITA_11679",0,0,0,0,4,5
"PITA_45453",229,134,143,125,62,91
"PITA_38211",100,56,44,49,42,71
"PITA_39570",10,2,6,2,3,3
"PITA_40375",0,0,0,0,0,0
"PITA_10966",6,15,16,7,0,3
"PITA_03473",0,0,0,0,0,0
"PITA_35988",0,0,0,0,0,0
"PITA_16799",0,0,0,0,0,0
"PITA_19441",0,0,6,0,2,4
"PITA_32908",0,0,0,0,0,0
"PITA_47668",1,0,0,0,0,0
"PITA_21362",593,156,241,191,131,210
"PITA_40802",661,430,352,431,405,521
"PITA_15667",84,97,58,31,53,49
"PITA_05760",2,3,16,1,0,0
"PITA_09422",0,0,0,0,0,0
"PITA_51515",0,0,0,0,0,0
"PITA_22443",3,5,2,3,0,1
"PITA_46150",100,61,51,90,45,58
"PITA_00131",0,0,0,0,0,0
"PITA_48902",8,3,6,39,115,12
"PITA_32173",419,325,219,296,217,349
"PITA_37305",0,0,0,0,0,0
"PITA_11306",9,12,12,15,10,8
"PITA_31618",64,46,46,52,46,102
"PITA_46836",786,404,355,456,442,504
"PITA_41136",0,0,0,0,0,0
"PITA_09127",0,0,6,0,11,0
"PITA_05071",6,13,7,14,11,24
"PITA_06257",6,0,4,5,18,3
"PITA_03838",0,2,0,3,2,0
"PITA_25402",13,4,21,57,44,10
"PITA_09305",5,6,1,2,6,3
"PITA_08105",1854,1242,1018,1189,1320,1295
"PITA_02578",0,0,0,0,0,0
"PITA_48964",59,0,39,75,60,18
"PITA_25755",0,0,0,0,0,0
"PITA_50840",0,0,0,1,0,0
"PITA_51626",0,0,0,0,0,0
"PITA_27895",0,0,0,0,0,0
"PITA_01687",409,250,146,189,151,234
"PITA_28696",311,184,175,286,149,182
"PITA_24866",616,343,281,300,226,406
"PITA_08866",9,0,0,9,3,3
"PITA_23719",849,630,437,487,724,773
"PITA_08887",318,228,244,240,316,302
"PITA_19615",0,0,0,0,0,0
"PITA_49595",33,13,13,27,20,23
"PITA_33513",77,21,8,18,20,44
"PITA_44807",0,0,0,0,0,0
"PITA_30050",0,0,0,0,0,0
"PITA_30110",83,41,48,50,46,28
"PITA_26122",261,38,193,208,107,27
"PITA_40070",21,92,24,42,62,112
"PITA_19679",3465,2050,1997,2045,1777,2498
"PITA_15442",0,0,0,0,0,0
"PITA_11838",0,0,0,0,0,0
"PITA_35123",0,0,0,0,0,0
"PITA_08039",347,183,203,241,190,279
"PITA_00832",201,208,143,166,131,233
"PITA_17923",31,21,34,29,16,33
"PITA_18313",81,74,59,73,47,90
"PITA_16988",0,0,0,0,0,0
"PITA_37527",43,25,16,13,9,35
"PITA_22493",191,133,162,209,127,138
"PITA_07239",9,3,2,1,1,2
"PITA_30413",847,581,635,607,488,626
"PITA_41646",17,0,5,0,0,0
"PITA_02607",48,24,19,23,12,21
"PITA_51227",39,9,15,27,25,16
"PITA_02740",0,0,4,2,2,1
"PITA_28383",3003,2192,1920,2058,2088,2413
"PITA_33962",0,0,0,0,0,0
"PITA_06643",0,0,0,0,0,0
"PITA_33062",45,23,40,31,14,35
"PITA_20286",24,14,15,31,14,22
"PITA_50876",120,152,106,140,99,127
"PITA_03108",213,47,115,64,53,55
"PITA_22156",0,0,2,0,0,0
"PITA_19789",1,3,1,0,0,2
"PITA_11678",0,0,0,0,0,0
"PITA_22401",443,145,196,211,208,121
"PITA_49969",38,45,23,29,44,61
"PITA_12789",1686,960,932,1123,1231,1411
"PITA_50663",0,0,0,0,0,1
"PITA_15123",4,2,9,16,21,4
"PITA_50992",138,67,77,80,102,90
"PITA_29185",617,276,452,293,291,337
"PITA_31374",18,11,4,11,9,0
"PITA_26097",351,289,181,169,226,242
"PITA_46460",16,34,18,53,84,17
"PITA_29216",2,0,1,1,1,0
"PITA_35833",0,0,0,0,0,0
"PITA_30666",0,0,0,0,0,0
"PITA_22759",5,0,1,2,2,0
"PITA_38875",0,0,0,0,12,0
"PITA_41064",3,1,5,0,3,11
"PITA_05748",0,0,0,0,0,0
"PITA_35804",53,31,26,7,3,29
"PITA_41319",150,104,60,83,63,124
"PITA_15067",691,348,475,679,660,447
"PITA_05690",3,0,2,0,4,1
"PITA_41364",0,0,0,0,0,0
"PITA_32340",0,0,1,0,1,0
"PITA_04252",5,3,4,2,0,3
"PITA_44107",118,55,54,52,53,76
"PITA_50760",23,0,6,0,0,0
"PITA_49597",0,0,0,0,0,0
"PITA_03166",421,180,356,294,286,437
"PITA_05081",45,61,7,12,11,80
"PITA_42106",266,0,310,76,36,0
"PITA_35908",0,0,0,1,8,0
"PITA_49696",0,2,1,0,0,1
"PITA_38449",0,0,0,0,0,0
"PITA_07044",674,302,347,312,281,362
"PITA_22947",0,0,0,0,0,0
"PITA_15350",22,14,16,10,5,15
"PITA_29396",0,0,0,0,0,0
"PITA_45816",2,0,4,1,0,2
"PITA_30401",4,2,0,1,0,2
"PITA_40964",87,18,36,40,39,19
"PITA_16185",540,469,349,248,352,440
"PITA_12035",0,0,0,0,0,0
"PITA_07381",0,0,0,0,0,0
"PITA_25058",104,61,49,45,36,95
"PITA_40193",71,56,28,54,22,674
"PITA_21223",63,31,0,0,66,42
"PITA_39211",0,0,0,0,0,3
"PITA_39581",0,0,0,0,0,0
"PITA_40257",457,312,225,253,250,328
"PITA_25847",0,0,0,0,0,0
"PITA_18950",15,2,10,8,16,5
"PITA_10820",74,27,19,97,131,22
"PITA_31031",939,259,536,359,418,166
"PITA_19226",0,0,1,0,0,0
"PITA_17624",125,123,134,116,101,134
"PITA_40266",13,2,3,4,22,0
"PITA_16808",43,21,32,21,23,33
"PITA_33523",0,0,0,0,0,2
"PITA_02752",487,234,240,427,332,318
"PITA_26152",0,0,0,0,0,0
"PITA_42786",0,0,1,0,2,5
"PITA_51026",0,0,0,2,0,0
"PITA_21250",157,83,56,86,49,87
"PITA_08737",149,145,76,46,111,127
"PITA_27421",8,0,0,0,6,0
"PITA_03928",8,3,4,3,1,3
"PITA_50811",0,0,0,1,0,0
"PITA_50532",1371,813,814,838,856,949
"PITA_03152",45,71,136,179,524,130
"PITA_14645",1,0,3,1,1,0
"PITA_09210",0,0,0,0,0,0
"PITA_35304",0,0,0,0,0,0
"PITA_09190",0,0,0,0,0,0
"PITA_38225",0,0,0,0,0,0
"PITA_14643",248,138,85,68,193,153
"PITA_48198",0,0,0,0,0,0
"PITA_50896",1332,904,786,909,907,1022
"PITA_37331",75,60,30,78,41,74
"PITA_41922",94,45,47,50,98,80
"PITA_35744",7,0,18,1,5,4
"PITA_30181",62,46,24,46,32,26
"PITA_20899",51,39,15,6,28,28
"PITA_07474",0,0,0,0,0,0
"PITA_39469",120,31,9,23,42,44
"PITA_33132",19,6,8,7,1,2
"PITA_38882",10,1,1,7,4,5
"PITA_15493",0,0,0,0,0,0
"PITA_24033",0,0,0,0,0,0
"PITA_17256",0,0,0,0,0,0
"PITA_37062",423,121,231,396,329,109
"PITA_15412",2,0,3,2,0,1
"PITA_49793",451,302,291,310,413,448
"PITA_22958",121,77,60,52,61,48
"PITA_25301",85,13,26,37,33,23
"PITA_05177",13,38,0,64,81,85
"PITA_42620",70,37,61,30,49,115
"PITA_31088",33,6,6,7,12,37
"PITA_18710",72,43,47,47,51,70
"PITA_34949",329,258,191,240,238,221
"PITA_44520",82,39,99,94,58,70
"PITA_45057",3,0,3,2,0,1
"PITA_30607",342,100,127,153,114,70
"PITA_20285",0,0,0,0,0,0
"PITA_17319",4,1,0,4,0,2
"PITA_40760",1143,462,577,361,584,319
"PITA_51261",3183,2058,1686,1851,1857,2436
"PITA_31475",0,0,0,0,0,0
"PITA_22240",498,144,304,188,309,76
"PITA_51635",0,0,0,60,91,0
"PITA_23737",0,0,0,0,0,0
"PITA_49622",35,7,8,21,23,26
"PITA_39857",308,27,347,220,317,8
"PITA_16225",28,36,20,50,42,20
"PITA_32882",69,43,42,29,40,50
"PITA_21810",0,0,0,1,0,0
"PITA_33764",0,0,0,3,0,2
"PITA_44722",0,4,2,1,2,2
"PITA_24553",0,0,0,0,0,0
"PITA_43611",0,0,0,0,0,0
"PITA_45754",153,44,55,37,115,43
"PITA_20727",70,2,30,80,40,11
"PITA_49781",0,1,1,0,1,1
"PITA_10112",0,0,0,0,0,0
"PITA_44460",0,0,0,0,0,0
"PITA_44318",17,3,0,5,5,4
"PITA_41926",0,0,0,0,0,0
"PITA_10670",0,0,0,0,0,0
"PITA_45557",314,86,183,466,246,154
"PITA_33472",396,134,252,290,338,138
"PITA_47240",164,45,83,65,76,41
"PITA_21164",4,9,3,1,1,5
"PITA_43143",0,0,0,0,0,0
"PITA_23028",114,105,81,71,42,90
"PITA_18809",587,350,331,578,334,386
"PITA_37390",0,0,0,0,0,0
"PITA_06573",0,0,0,0,0,0
"PITA_38112",81,157,135,94,74,125
"PITA_23822",515,288,229,295,230,314
"PITA_24561",0,0,0,0,0,0
"PITA_28996",0,0,0,0,1,0
"PITA_43294",109,63,49,68,88,179
"PITA_24389",0,0,0,0,0,0
"PITA_20858",128,51,61,85,57,70
"PITA_29385",0,0,6,0,0,0
"PITA_13154",28,21,4,14,29,31
"PITA_42378",36,27,23,14,12,30
"PITA_50875",0,0,0,0,0,0
"PITA_47375",0,4,6,2,14,0
"PITA_41842",0,0,0,0,0,0
"PITA_30456",2347,1507,1203,1613,1378,1812
"PITA_08466",0,0,0,0,0,0
"PITA_31771",15,3,75,50,18,1
"PITA_16221",26,31,21,33,33,35
"PITA_07744",100,65,58,56,23,103
"PITA_16025",6,8,1,0,5,1
"PITA_07289",0,0,0,0,0,0
"PITA_07186",0,0,0,0,0,0
"PITA_27714",0,0,0,0,0,0
"PITA_20776",10,5,3,3,2,3
"PITA_06142",219,318,176,400,98,58
"PITA_07779",0,0,0,0,0,0
"PITA_26810",2155,1500,983,1414,1248,1662
"PITA_49369",3,0,1,3,24,0
"PITA_31463",0,0,0,0,0,0
"PITA_11508",391,252,192,180,192,235
"PITA_31470",112,34,75,66,105,50
"PITA_42761",33,18,15,14,12,24
"PITA_43957",40,13,11,24,13,21
"PITA_11388",0,0,0,0,0,0
"PITA_12243",0,1,0,3,7,1
"PITA_27538",6426,4665,3298,5006,3851,5440
"PITA_01682",28,1,4,2,1,9
"PITA_21511",0,0,0,0,0,0
"PITA_38362",6595,1800,2776,2709,6038,1590
"PITA_33754",0,0,0,0,0,0
"PITA_23816",5,6,1,3,2,14
"PITA_11105",0,0,0,0,0,0
"PITA_07448",0,0,0,0,0,0
"PITA_28030",0,0,0,0,0,0
"PITA_31998",0,0,0,0,0,0
"PITA_23004",145,68,71,25,119,59
"PITA_42335",4,0,4,1,5,0
"PITA_25330",0,0,0,0,0,0
"PITA_05182",1904,862,990,769,875,582
"PITA_02569",0,0,0,0,0,0
"PITA_04534",2,0,0,1,2,2
"PITA_43766",0,0,0,3,0,0
"PITA_08073",8,6,9,5,4,6
"PITA_33921",5,2,2,1,3,2
"PITA_08580",182,267,101,134,128,155
"PITA_12282",15,9,0,7,0,0
"PITA_12503",3,0,0,1,8,0
"PITA_03076",0,0,0,0,0,0
"PITA_24524",9513,8013,5154,9251,7896,11568
"PITA_23538",4,4,4,5,4,4
"PITA_50536",0,194,68,0,176,241
"PITA_43201",0,2,1,2,1,2
"PITA_17661",4,2,0,0,1,2
"PITA_16143",53,8,26,9,3,1
"PITA_49265",0,0,0,0,0,0
"PITA_09244",0,0,0,0,0,0
"PITA_31417",0,0,0,0,0,0
"PITA_21520",107,136,38,254,116,155
"PITA_19948",0,20,0,0,117,0
"PITA_40091",0,0,1,0,0,0
"PITA_42655",171,56,84,66,62,95
"PITA_10713",0,0,0,0,0,0
"PITA_19383",4,0,4,0,1,2
"PITA_15110",2,0,0,6,1,3
"PITA_28017",0,0,0,0,0,0
"PITA_48251",0,0,0,0,0,0
"PITA_25096",178,165,134,128,108,174
"PITA_10736",0,3,0,0,0,0
"PITA_51081",29,8,28,24,42,16
"PITA_16041",24,3,9,14,11,7
"PITA_02928",682,434,297,417,271,460
"PITA_24049",0,0,0,0,0,0
"PITA_17358",0,0,0,0,0,0
"PITA_34359",88,23,58,36,49,44
"PITA_48048",153,157,101,167,199,148
"PITA_49434",0,2,0,1,1,2
"PITA_47087",0,0,0,0,2,0
"PITA_19265",0,0,0,0,0,0
"PITA_09726",1,39,2,10,17,25
"PITA_30451",131,87,59,60,68,125
"PITA_13270",0,0,0,0,0,0
"PITA_51608",20,13,5,33,22,38
"PITA_11608",25,13,13,10,6,6
"PITA_29699",329,201,157,184,284,354
"PITA_14464",1,0,1,0,0,0
"PITA_48382",0,0,0,0,0,1
"PITA_06241",10,2,1,2,1,2
"PITA_15545",0,0,0,0,0,1
"PITA_01032",289,173,261,131,330,250
"PITA_05522",0,0,0,0,0,0
"PITA_31728",0,0,0,3,3,2
"PITA_45702",12,3,2,5,2,2
"PITA_12023",0,0,0,0,1,0
"PITA_37697",14,48,58,6,4,32
"PITA_44651",423,269,242,229,208,246
"PITA_34370",13,1,2,4,17,2
"PITA_48481",0,0,0,0,0,0
"PITA_00994",614,402,358,342,263,277
