"","Sl1","Sl2","Sl3","Ctr1","Ctr2","Ctr3"
"PITA_11417",82,84,101,70,47,153
"PITA_30524",0,5,0,0,2,0
"PITA_24934",940,245,429,529,483,470
"PITA_06675",144,206,62,185,69,197
"PITA_44266",1010,653,718,1048,919,983
"PITA_04124",2283,1597,815,1073,1254,2045
"PITA_31720",1346,215,488,454,242,309
"PITA_11737",133,25,40,64,43,70
"PITA_35426",0,0,0,0,0,0
"PITA_16556",20,24,41,11,3,32
"PITA_45592",0,0,1,1,10,2
"PITA_45672",0,0,0,0,0,0
"PITA_42711",0,0,0,0,0,0
"PITA_08354",378,147,257,232,173,217
"PITA_13437",112,41,115,180,118,134
"PITA_06081",4,5,3,3,1,0
"PITA_34242",111,0,56,0,25,25
"PITA_00071",6,1,0,1,0,0
"PITA_17976",0,0,0,0,0,0
"PITA_31150",2211,1062,1434,1125,1372,1539
"PITA_22162",12,9,5,3,3,8
"PITA_17951",9,0,3,0,2,2
"PITA_09168",22,24,20,48,62,56
"PITA_11480",236,144,131,235,147,322
"PITA_13208",936,653,630,712,774,894
"PITA_07230",6,5,4,4,6,9
"PITA_19158",173,66,120,115,83,79
"PITA_15805",1020,491,558,626,835,488
"PITA_05772",250,121,172,208,114,223
"PITA_43794",42,18,41,56,39,25
"PITA_45985",186,381,232,97,148,225
"PITA_42107",0,0,0,0,0,0
"PITA_00786",12,1,3,8,4,3
"PITA_46153",3,0,2,0,0,0
"PITA_08366",49,20,33,23,23,29
"PITA_29312",56,46,40,61,6,5
"PITA_22115",85,8,93,36,32,5
"PITA_09693",0,1,0,3,0,1
"PITA_40121",0,0,0,0,0,0
"PITA_49571",89,40,61,72,70,56
"PITA_43127",704,374,284,484,584,660
"PITA_43894",18,5,13,16,14,9
"PITA_08798",0,0,0,0,0,0
"PITA_16549",0,0,1,0,1,0
"PITA_14448",158,62,79,103,86,91
"PITA_48325",1,2,4,3,4,6
"PITA_46672",0,0,0,0,0,0
"PITA_02721",577,314,232,354,248,361
"PITA_36140",5,6,3,20,0,0
"PITA_07491",0,0,0,0,0,0
"PITA_02956",0,1,0,0,0,0
"PITA_50742",50,0,31,0,0,0
"PITA_11563",1,0,1,0,0,0
"PITA_35779",0,0,0,0,0,0
"PITA_20375",9,7,7,5,2,5
"PITA_39263",313,302,186,119,267,165
"PITA_27753",701,453,328,397,237,289
"PITA_15490",2697,1828,1582,2079,1537,2338
"PITA_34028",0,0,0,0,0,0
"PITA_48397",65,12,27,14,10,15
"PITA_16462",5958,3019,3399,3730,5734,4101
"PITA_07080",565,345,246,330,250,380
"PITA_37114",0,0,0,0,0,0
"PITA_38328",0,0,0,0,0,0
"PITA_25274",172,104,91,146,130,138
"PITA_16007",173,63,56,74,47,44
"PITA_31400",0,0,0,0,0,0
"PITA_40584",0,2,0,0,0,0
"PITA_30398",0,0,1,0,0,0
"PITA_19297",0,1,0,0,0,0
"PITA_16320",0,0,0,0,0,0
"PITA_14013",25,14,10,5,5,5
"PITA_07197",51,11,61,52,193,49
"PITA_40182",817,637,589,545,570,560
"PITA_15385",157,125,169,164,126,155
"PITA_28375",907,702,642,718,555,852
"PITA_06415",0,0,0,0,0,0
"PITA_32724",231,150,133,112,167,184
"PITA_17058",90,43,52,73,33,57
"PITA_17934",0,0,0,0,0,0
"PITA_44951",0,0,0,0,0,0
"PITA_20621",122,59,29,81,23,59
"PITA_42472",445,110,216,177,174,93
"PITA_01956",0,0,0,1,0,1
"PITA_24633",4,5,2,1,2,12
"PITA_47665",3,6,0,11,3,14
"PITA_33458",23,0,0,14,7,19
"PITA_00616",135,100,82,89,45,109
"PITA_27205",344,208,147,139,123,322
"PITA_44182",659,446,347,477,376,531
"PITA_31361",73,69,315,58,52,48
"PITA_19681",149,81,59,103,34,99
"PITA_25014",0,1,0,0,0,0
"PITA_08891",0,0,0,0,0,0
"PITA_39472",4,0,1,3,0,1
"PITA_15647",210,187,115,147,126,148
"PITA_51018",14,17,4,12,15,12
"PITA_44277",336,82,92,30,78,35
"PITA_23533",0,0,0,0,0,0
"PITA_41950",0,0,0,0,0,0
"PITA_39569",0,0,0,0,0,0
"PITA_06611",0,0,0,0,0,0
"PITA_31016",0,0,0,0,0,0
"PITA_04761",31,28,41,24,47,28
"PITA_04824",888,695,517,507,423,1055
"PITA_44730",0,0,0,0,0,0
"PITA_35531",0,0,0,0,1,1
"PITA_42832",0,0,0,0,0,0
"PITA_31227",0,0,0,0,0,3
"PITA_14490",50,13,48,41,40,17
"PITA_30791",0,0,9,0,0,0
"PITA_49989",1,0,1,0,1,0
"PITA_29336",27,50,21,13,13,19
"PITA_48568",7,11,3,5,0,2
"PITA_35554",68,45,54,46,29,65
"PITA_39486",582,231,225,199,277,253
"PITA_10655",0,0,0,0,0,0
"PITA_47750",1295,627,728,858,878,622
"PITA_50589",0,0,0,1,1,0
"PITA_18593",0,0,0,0,0,0
"PITA_04434",27,15,14,38,22,68
"PITA_39727",0,0,0,0,0,0
"PITA_07889",0,0,0,0,0,0
"PITA_28022",8,1,2,6,0,5
"PITA_15659",0,0,0,0,0,0
"PITA_40529",55,44,25,29,17,34
"PITA_46487",0,0,0,0,0,0
"PITA_09321",0,0,0,0,0,0
"PITA_46356",47,49,33,34,47,22
"PITA_07958",0,0,0,0,0,0
"PITA_09493",299,234,167,105,164,173
"PITA_21686",0,0,0,0,1,0
"PITA_10984",542,431,343,434,517,525
"PITA_41237",24,3,11,9,5,4
"PITA_21235",300,106,149,125,136,158
"PITA_14298",0,1,0,0,0,0
"PITA_05846",116,100,45,57,57,107
"PITA_47090",298,71,150,130,107,72
"PITA_37751",72,57,55,173,127,57
"PITA_27266",260,178,134,168,161,231
"PITA_29455",146,96,124,116,74,94
"PITA_50979",8,0,0,0,0,0
"PITA_46560",9,6,21,19,9,0
"PITA_19161",6,0,1,5,10,12
"PITA_42333",0,1,0,1,1,2
"PITA_39015",34,47,43,84,46,41
"PITA_29566",13,13,7,23,10,8
"PITA_30038",1640,1100,1150,962,1080,1168
"PITA_06325",0,0,0,0,0,0
"PITA_17264",2,0,0,1,0,0
"PITA_19309",0,0,0,0,0,0
"PITA_36824",2865,571,1764,1711,1566,313
"PITA_11743",64,23,22,15,29,47
"PITA_01805",0,0,0,0,0,0
"PITA_41335",23,64,50,55,69,51
"PITA_04271",0,1,0,0,0,1
"PITA_12427",931,487,728,564,423,575
"PITA_13218",611,377,428,437,324,383
"PITA_30997",114,101,71,86,66,72
"PITA_41901",0,0,0,0,0,0
"PITA_48812",44,13,9,10,9,5
"PITA_14181",1865,994,938,651,985,930
"PITA_07692",0,1,0,0,1,0
"PITA_45470",0,0,0,0,0,0
"PITA_33519",1481,767,966,1351,882,1018
"PITA_24012",0,0,0,8,0,0
"PITA_45179",0,0,0,0,0,0
"PITA_00228",0,0,0,0,0,0
"PITA_33102",2,2,5,11,5,0
"PITA_48005",0,0,0,0,0,0
"PITA_04991",12,0,0,3,2,1
"PITA_12087",0,0,0,0,0,1
"PITA_05660",4580,4627,2550,2680,2741,2873
"PITA_24194",1,0,0,0,0,0
"PITA_11471",0,0,0,1,1,2
"PITA_26923",647,305,323,370,356,343
"PITA_27853",0,0,0,0,0,0
"PITA_09334",0,0,0,0,0,0
"PITA_47809",128,45,18,37,56,14
"PITA_06101",0,0,0,0,0,0
"PITA_40792",12,3,10,3,6,6
"PITA_50945",408,348,260,292,261,429
"PITA_41595",74,0,0,0,0,0
"PITA_04154",0,0,2,0,1,0
"PITA_21283",3675,3095,1826,3516,2233,4160
"PITA_30341",0,0,0,0,0,0
"PITA_03896",0,0,0,0,0,0
"PITA_48386",0,0,0,0,0,0
"PITA_25446",108,64,56,69,56,78
"PITA_33661",102,79,51,66,65,93
"PITA_36891",78,55,62,88,71,88
"PITA_11640",1,4,2,11,4,1
"PITA_51385",53,33,35,75,57,68
"PITA_25011",2,0,0,0,0,0
"PITA_36609",0,0,0,0,0,0
"PITA_13107",0,0,2,4,0,0
"PITA_32760",291,209,169,255,259,308
"PITA_08076",0,0,0,0,0,0
"PITA_29854",162,116,60,86,109,152
"PITA_22371",0,0,0,0,0,0
"PITA_03570",0,0,0,3,0,2
"PITA_32850",2608,1698,1487,1862,1597,2031
"PITA_45424",8,11,8,33,16,10
"PITA_15227",0,2,1,0,0,0
"PITA_50509",66,23,37,50,25,30
"PITA_18552",170,93,142,115,117,100
"PITA_20674",18,5,2,0,3,1
"PITA_26416",0,0,0,0,0,0
"PITA_42051",383,127,203,419,499,239
"PITA_09146",82,51,59,116,60,87
"PITA_13477",480,645,382,671,691,670
"PITA_38289",72,82,39,67,46,79
"PITA_51419",459,313,231,221,151,242
"PITA_28323",28,10,2,12,6,5
"PITA_33456",161,80,58,90,67,94
"PITA_41673",599,221,219,211,170,263
"PITA_11373",0,0,0,0,0,2
"PITA_28665",27,22,9,15,4,27
"PITA_03268",772,530,549,583,415,725
"PITA_02100",38,43,38,34,20,37
"PITA_43814",0,0,0,0,0,0
"PITA_07767",35,33,15,41,232,53
"PITA_39526",3,0,0,3,0,0
"PITA_45743",53,49,18,20,9,62
"PITA_17091",34,43,16,28,36,49
"PITA_04297",0,0,0,0,0,0
"PITA_01815",81,0,59,11,0,0
"PITA_06345",0,0,0,0,0,0
"PITA_28904",31,27,31,19,12,11
"PITA_09714",40,51,26,23,17,36
"PITA_36820",72,51,100,74,58,118
"PITA_09237",0,0,0,0,0,0
"PITA_07002",265,117,213,247,191,149
"PITA_23828",3,0,8,0,0,0
"PITA_01739",4,0,0,4,0,0
"PITA_48756",84,20,94,12,7,6
"PITA_34199",92,32,37,49,29,53
"PITA_06073",279,109,151,131,136,143
"PITA_14125",0,0,0,0,2,1
"PITA_31014",1771,1243,1222,1114,1231,1006
"PITA_03821",1093,589,784,1064,714,891
"PITA_40827",781,523,501,516,435,715
"PITA_30450",191,131,142,178,108,220
"PITA_32163",0,0,0,0,0,0
"PITA_45488",476,209,251,271,208,208
"PITA_15449",8,3,0,8,3,10
"PITA_06300",65,40,89,89,95,44
"PITA_38011",1435,1106,649,1238,868,1250
"PITA_35852",1049,502,504,480,534,532
"PITA_25814",146,82,44,95,58,93
"PITA_15616",34,21,30,22,22,28
"PITA_09009",12,1,5,7,3,6
"PITA_08763",0,0,0,0,0,0
"PITA_39113",275,80,104,101,126,115
"PITA_06698",0,0,0,0,0,0
"PITA_43584",21,5,1,5,14,8
"PITA_27347",0,0,0,0,0,0
"PITA_46168",20,22,22,19,13,19
"PITA_01535",0,0,0,2,0,0
"PITA_50425",59,31,33,35,32,27
"PITA_09404",0,0,0,0,0,0
"PITA_04315",1055,841,627,62,911,470
"PITA_18739",8,0,3,1,3,4
"PITA_26705",26,6,7,34,15,14
"PITA_27307",18,0,2,17,0,2
"PITA_06590",9387,5704,4181,4906,5086,8230
"PITA_12478",0,0,0,0,0,0
"PITA_43966",0,0,0,0,0,0
"PITA_44893",0,0,0,0,0,0
"PITA_29980",0,0,0,0,0,0
"PITA_32977",0,0,0,0,0,0
"PITA_05602",0,0,0,0,0,0
"PITA_24978",134,69,72,87,57,52
"PITA_09762",1,0,0,2,3,1
"PITA_43865",50,27,21,13,20,44
"PITA_18388",270,218,205,230,217,194
"PITA_24130",972,617,786,424,954,474
"PITA_02059",16,19,49,32,37,11
"PITA_23164",0,0,0,2,0,0
"PITA_37310",0,0,2,0,3,0
"PITA_08595",0,0,0,2,3,4
"PITA_38821",0,0,0,0,0,0
"PITA_09283",5785,2259,2921,4500,3299,2658
"PITA_01018",0,0,0,0,0,0
"PITA_29976",0,0,0,0,0,0
"PITA_38376",87,87,30,46,25,53
"PITA_26371",24,3,19,8,8,11
"PITA_15417",2608,1261,1486,1178,1224,1581
"PITA_00021",3,0,0,0,1,0
"PITA_05343",12,3,14,1,5,1
"PITA_29923",7239,5193,4750,5638,4685,6018
"PITA_24463",2,16,18,0,9,3
"PITA_23385",0,0,0,0,0,0
"PITA_05398",0,0,0,0,1,0
"PITA_11927",0,0,0,0,0,0
"PITA_04392",209,165,117,148,126,217
"PITA_09530",83,108,107,116,138,100
"PITA_31072",22,14,15,20,22,14
"PITA_21239",2475,1603,1460,1452,1432,1851
"PITA_17666",93,25,39,38,42,15
"PITA_31398",1,0,0,0,0,1
"PITA_40831",0,0,0,0,0,0
"PITA_21261",1,0,1,0,0,0
"PITA_24420",1152,404,570,1135,1216,657
"PITA_13010",531,427,303,360,373,548
"PITA_03805",11,7,23,22,29,3
"PITA_35056",311,230,137,111,108,163
"PITA_34636",0,0,0,0,0,0
"PITA_43298",0,0,0,0,0,0
"PITA_48017",298,124,177,141,144,184
"PITA_20028",0,0,0,0,0,0
"PITA_36285",0,1,0,0,4,0
"PITA_33560",0,0,0,0,0,0
"PITA_42932",340,51,133,755,893,83
"PITA_34107",0,0,0,0,0,0
"PITA_33941",562,598,337,429,451,455
"PITA_36451",50,18,16,35,34,46
"PITA_31832",0,0,0,0,0,0
"PITA_44368",0,0,37,1,0,0
"PITA_18288",471,269,198,181,158,320
"PITA_16297",1110,579,657,316,480,497
"PITA_48654",119,14,24,33,32,60
"PITA_37614",0,0,0,0,0,4
"PITA_10456",12,7,0,2,0,3
"PITA_29107",150,66,104,70,74,99
"PITA_31805",210,216,135,145,137,250
"PITA_19710",0,0,0,0,0,0
"PITA_21955",9791,5908,4927,5481,6817,6898
"PITA_08942",5,11,10,10,4,12
"PITA_36532",0,0,0,0,0,0
"PITA_51315",145,108,61,64,32,82
"PITA_10591",77,77,83,39,108,42
"PITA_04075",43,23,25,35,39,21
"PITA_35753",212,159,218,162,173,316
"PITA_41684",1087,428,570,490,515,365
"PITA_50208",62,37,38,44,20,38
"PITA_12456",3,2,3,0,2,1
"PITA_23309",1210,917,494,863,683,1222
"PITA_34310",33,7,4,6,13,5
"PITA_50192",0,0,0,2,1,0
"PITA_39379",57,40,37,49,44,59
"PITA_14951",0,0,0,0,0,0
"PITA_50378",233,314,189,149,71,330
"PITA_31151",1,1,1,3,2,2
"PITA_21989",137,15,25,19,5,28
"PITA_51519",0,0,0,0,0,0
"PITA_21443",1077,638,571,483,647,634
"PITA_32859",1233,755,735,670,649,1500
"PITA_41219",1135,610,594,580,611,795
"PITA_21103",2020,956,921,983,965,1148
"PITA_35243",61,0,46,21,89,20
"PITA_09523",12,0,12,6,4,1
"PITA_47211",0,0,0,0,0,0
"PITA_01197",2,11,0,17,27,20
"PITA_27758",0,0,0,0,0,0
"PITA_20881",9,2,7,10,1,15
"PITA_10801",0,0,0,0,0,0
"PITA_50127",65,9,36,24,26,4
"PITA_33702",1069,649,596,593,509,762
"PITA_14703",2,1,2,10,27,8
"PITA_22395",395,325,299,908,611,713
"PITA_21675",0,0,0,0,0,0
"PITA_22634",0,0,0,0,0,0
"PITA_46269",0,0,0,0,0,0
"PITA_06434",260,75,99,99,113,101
"PITA_20262",37,25,13,20,9,22
"PITA_06412",536,255,214,206,232,266
"PITA_04968",33,10,15,19,13,21
"PITA_32428",0,0,0,0,0,0
"PITA_11157",0,0,6,17,1,15
"PITA_46507",1704,1070,1091,876,1016,1353
"PITA_45573",0,0,0,0,0,0
"PITA_42447",567,274,329,188,398,341
"PITA_30467",5,5,12,9,3,3
"PITA_27010",85,21,115,100,150,45
"PITA_33913",4,1,2,3,0,1
"PITA_26007",119,18,30,11,19,4
"PITA_35367",0,0,0,0,0,0
"PITA_37142",4,0,3,3,6,10
"PITA_32176",30,5,11,14,14,2
"PITA_01977",0,0,0,0,0,0
"PITA_38871",0,0,0,0,0,0
"PITA_13204",182,88,88,76,64,137
"PITA_27470",7,0,1,0,2,5
"PITA_46060",18,64,36,33,90,107
"PITA_27537",0,1,18,0,7,0
"PITA_50507",0,182,86,108,0,128
"PITA_31109",203,225,155,405,193,491
"PITA_37973",0,0,0,0,0,0
"PITA_42276",0,0,0,0,0,0
"PITA_13206",0,0,0,0,0,0
"PITA_37661",3,0,0,0,0,0
"PITA_26000",1682,449,1380,1557,2547,507
"PITA_03106",1,1,2,2,2,6
"PITA_20878",395,227,159,198,109,175
"PITA_47531",1,1,2,1,0,1
"PITA_24684",1,0,1,1,0,2
"PITA_06914",0,0,0,0,0,0
"PITA_22653",45,11,19,19,35,0
"PITA_02773",0,0,0,0,0,0
"PITA_15661",343,279,142,126,173,200
"PITA_38271",0,0,0,0,0,0
"PITA_40057",121,36,61,72,42,44
"PITA_05373",0,0,0,0,0,0
"PITA_42989",164,80,61,63,89,142
"PITA_13265",0,2,0,0,0,0
"PITA_45647",890,519,509,514,406,626
"PITA_31202",20,0,3,1,2,0
"PITA_16170",0,0,0,0,0,0
"PITA_27034",652,512,370,506,445,311
"PITA_42346",3373,1659,1856,2022,2201,1875
"PITA_39338",291,142,78,146,99,147
"PITA_24846",22,32,1,46,5,47
"PITA_02070",1,0,3,0,0,0
"PITA_45562",8,1,6,34,4,0
"PITA_22036",43,25,55,40,50,8
"PITA_05151",0,8,0,0,0,0
"PITA_34061",0,0,0,0,0,0
"PITA_30261",38,15,17,15,29,48
"PITA_39394",117,53,86,69,97,78
"PITA_02210",2,0,0,0,0,0
"PITA_46025",590,404,322,371,335,526
"PITA_50574",0,0,0,0,0,0
"PITA_26338",11,0,10,2,0,5
"PITA_10178",721,723,332,501,395,920
"PITA_33392",5,0,12,16,3,0
"PITA_33202",0,0,0,0,0,0
"PITA_45330",0,1,2,3,0,4
"PITA_45697",0,0,0,0,0,0
"PITA_00110",816,469,621,546,533,505
"PITA_03437",394,367,254,329,200,441
"PITA_42966",17,7,14,21,4,1
"PITA_19570",1446,406,912,909,1068,733
"PITA_42193",0,3,5,1,3,3
"PITA_36964",6,2,2,3,11,5
"PITA_10430",131,76,6,0,0,1
"PITA_22744",64,66,52,76,48,56
"PITA_39804",0,0,0,2,0,2
"PITA_48932",3,0,1,0,1,0
"PITA_17705",34,28,8,26,62,99
"PITA_14347",69,40,31,52,24,35
"PITA_39689",1035,665,476,1018,742,818
"PITA_21028",0,0,0,0,0,0
"PITA_01013",175,302,180,89,153,177
"PITA_45733",0,0,0,0,0,0
"PITA_12348",7,2,1,0,2,0
"PITA_36466",2,2,6,4,0,5
"PITA_49684",0,0,0,0,0,0
"PITA_04873",0,0,0,0,0,0
"PITA_30359",441,86,250,657,486,188
"PITA_06774",1,0,0,1,1,2
"PITA_48792",532,749,587,789,519,1720
"PITA_47249",0,4,1,2,0,2
"PITA_24128",0,1,0,0,0,0
"PITA_36371",2092,2390,1421,318,1552,1216
"PITA_13011",239,98,53,168,140,98
"PITA_37756",9011,5725,3144,4115,2685,3318
"PITA_50719",0,0,0,0,0,0
"PITA_49416",292,293,212,217,175,317
"PITA_12884",1832,1148,1129,1238,1230,1219
"PITA_00516",207,237,144,160,235,177
"PITA_05460",100,45,34,34,49,36
"PITA_13814",31,18,11,17,10,37
"PITA_40393",0,0,0,0,0,0
"PITA_45240",440,98,179,118,124,90
"PITA_28469",437,44,99,71,159,41
"PITA_18911",68,36,23,19,30,30
"PITA_40096",407,356,293,84,372,472
"PITA_38001",221,166,111,225,252,283
"PITA_42648",91,57,38,70,46,47
"PITA_43155",56,68,23,46,15,41
"PITA_42939",0,0,0,0,0,0
"PITA_08652",0,0,0,0,0,0
"PITA_39309",65,27,18,23,25,100
"PITA_41239",0,0,0,0,0,0
"PITA_15093",8,8,17,1,0,1
"PITA_30932",184,55,105,124,136,74
"PITA_13561",257,168,123,161,114,197
"PITA_21667",3,9,2,2,0,10
"PITA_19393",18,0,1,4,1,1
"PITA_06480",42,42,17,0,53,93
"PITA_11018",0,0,0,0,0,0
"PITA_31958",5798,4251,2530,3231,2428,3591
"PITA_03899",2076,1049,1410,1708,2132,1055
"PITA_17664",0,0,0,0,2,0
"PITA_13449",5,4,5,6,0,6
"PITA_49285",0,0,0,0,0,0
"PITA_48296",39,19,15,8,10,21
"PITA_44503",993,909,444,578,512,729
"PITA_27580",5,0,0,0,0,11
"PITA_17303",0,0,0,0,0,0
"PITA_11522",74,66,35,73,33,86
"PITA_17371",0,0,0,0,0,0
"PITA_31551",245,80,124,136,170,95
"PITA_01643",1334,520,540,968,493,569
"PITA_23088",8,2,4,10,2,3
"PITA_21928",423,293,217,310,200,301
"PITA_10301",1485,1037,840,1669,729,1498
"PITA_50541",85,87,57,74,48,88
"PITA_07482",590,441,280,425,340,473
"PITA_07925",135,100,113,92,107,140
"PITA_46428",0,2,0,1,0,0
"PITA_15808",154,34,10,196,19,0
"PITA_07095",23,17,13,8,10,5
"PITA_23568",630,308,301,330,258,322
"PITA_19662",5,0,3,8,9,2
"PITA_50702",29,0,24,8,15,9
"PITA_13203",912,375,248,514,608,621
"PITA_48337",0,0,0,0,0,0
"PITA_18669",4,2,0,0,0,0
"PITA_47689",5,4,1,8,0,0
"PITA_30408",651,214,56,250,220,333
"PITA_28728",15,11,2,9,4,6
"PITA_00211",583,179,399,421,788,383
"PITA_09448",0,0,0,0,0,0
"PITA_02882",1567,961,682,1031,786,1141
"PITA_46313",0,0,0,0,0,0
"PITA_25453",168,104,177,422,555,93
"PITA_00420",122,54,58,56,91,52
"PITA_43385",0,0,0,0,0,0
"PITA_34337",0,0,0,0,0,0
"PITA_24812",26,20,24,35,40,51
"PITA_33210",119,84,83,73,50,68
"PITA_39985",0,0,0,0,0,0
"PITA_02734",0,0,0,0,0,0
"PITA_08688",0,1,0,0,0,0
"PITA_24351",8,6,19,3,21,4
"PITA_17795",0,0,0,0,0,0
"PITA_14370",2553,1374,1264,1170,1002,1335
"PITA_41615",143,26,32,37,99,122
"PITA_06370",291,187,166,177,179,818
"PITA_19100",6,8,3,4,7,35
"PITA_31329",0,0,0,0,0,0
"PITA_37225",1627,1141,856,985,883,1508
"PITA_50138",1737,1340,1239,1041,1369,1721
"PITA_05986",21,15,9,14,23,23
"PITA_07550",0,0,0,0,0,0
"PITA_42563",0,1,0,0,0,1
"PITA_50682",445,251,249,283,220,301
"PITA_32300",7,5,3,3,3,9
"PITA_24226",2252,1176,1443,1250,1554,1361
"PITA_36704",3868,3133,2081,2990,2133,3725
"PITA_32059",0,0,0,0,0,0
"PITA_41931",0,0,0,0,0,0
"PITA_31161",259,131,142,234,212,168
"PITA_30972",0,0,0,0,0,0
"PITA_35107",210,223,121,148,190,219
"PITA_49632",0,0,0,0,0,0
"PITA_18976",4,5,5,14,7,7
"PITA_42053",0,1,3,11,21,11
"PITA_12871",0,2,0,0,3,0
"PITA_21600",27,92,9,38,90,63
"PITA_00308",14,10,0,9,4,7
"PITA_07540",0,3,0,2,4,1
"PITA_04158",0,0,0,0,0,0
"PITA_10964",0,0,0,0,0,0
"PITA_18061",421,242,255,153,165,230
"PITA_20264",3685,2213,2007,2021,2191,2279
"PITA_42891",159,161,171,130,115,246
"PITA_09710",0,5,0,0,0,0
"PITA_43227",415,522,279,321,404,732
"PITA_10775",12,1,9,6,4,0
"PITA_41089",1800,930,919,968,975,1221
"PITA_21970",0,0,0,0,0,0
"PITA_31740",5,2,2,1,1,4
"PITA_05998",0,0,0,0,0,0
"PITA_21078",123,46,86,60,28,31
"PITA_42782",50,21,14,24,11,23
"PITA_33828",289,166,200,184,254,173
"PITA_19262",20,12,6,5,5,7
"PITA_22239",0,0,0,2,0,0
"PITA_03861",0,0,0,0,0,0
"PITA_42583",0,0,0,0,0,0
"PITA_21350",0,0,0,0,0,0
"PITA_45015",19,30,414,181,32,718
"PITA_03348",0,0,0,0,3,0
"PITA_39380",1,3,0,0,0,1
"PITA_27263",1076,757,535,625,552,975
"PITA_08485",0,0,0,0,0,0
"PITA_34981",0,0,0,0,0,0
"PITA_31701",550,301,325,293,311,451
"PITA_34031",0,0,0,0,18,14
"PITA_34611",19,12,12,7,1,7
"PITA_45503",5,7,13,20,5,22
"PITA_00371",0,0,0,0,0,0
"PITA_38421",1703,1339,960,342,1927,912
"PITA_30362",31,15,48,28,10,5
"PITA_18657",345,238,148,190,167,280
"PITA_00332",0,0,0,0,0,0
"PITA_28879",0,0,0,0,0,0
"PITA_17868",57,30,11,23,18,45
"PITA_28016",0,0,0,0,0,0
"PITA_47094",392,179,226,277,292,208
"PITA_23271",672,370,338,319,339,401
"PITA_40464",355,77,136,94,111,128
"PITA_41989",1380,942,654,793,919,1375
"PITA_19539",82,62,51,58,55,54
"PITA_41393",60,9,26,76,141,5
"PITA_06648",1,1,0,0,1,4
"PITA_32955",225,23,128,48,22,7
"PITA_42562",52,25,46,189,228,22
"PITA_22471",9,3,0,1,2,0
"PITA_28926",2079,1185,1207,1093,1117,1522
"PITA_15343",2238,1465,1019,1461,1296,1769
"PITA_27536",14,12,7,15,17,13
"PITA_34867",0,0,0,0,0,0
"PITA_01831",0,0,0,0,0,0
"PITA_14560",1316,962,1058,1248,883,1082
"PITA_01350",0,0,0,0,0,0
"PITA_32359",0,2,0,0,0,0
"PITA_46687",41,49,30,33,11,23
"PITA_30811",318,252,186,211,208,280
"PITA_05935",19,16,24,24,11,9
"PITA_27771",145,52,68,44,25,29
"PITA_42450",0,0,0,0,0,0
"PITA_47096",2285,1301,1085,1669,1252,1556
"PITA_35847",0,0,0,0,0,0
"PITA_43146",96,24,12,7,3,22
"PITA_26034",48,43,16,43,30,21
"PITA_00105",13,0,6,0,8,0
"PITA_03160",0,1,1,7,3,8
"PITA_33998",230,125,31,77,58,164
"PITA_27857",552,278,221,233,326,190
"PITA_10107",216,137,198,148,139,188
"PITA_47281",98,50,41,41,38,36
"PITA_38280",107,81,20,53,49,29
"PITA_25557",0,1,0,0,0,0
"PITA_51581",0,7,0,7,2,0
"PITA_28891",0,0,0,0,0,0
"PITA_02145",0,1,0,1,0,4
"PITA_32821",3,0,2,0,6,2
"PITA_15820",998,512,587,615,806,727
"PITA_08696",0,0,0,0,0,0
"PITA_23298",16,2,5,4,3,9
"PITA_18555",0,0,0,2,0,0
"PITA_47978",108,0,0,49,62,50
"PITA_47537",3,9,9,1,13,6
"PITA_48521",0,0,0,0,0,0
"PITA_16773",570,342,264,316,257,308
"PITA_14438",13,4,5,3,3,3
"PITA_36844",0,0,0,0,0,0
"PITA_16353",0,0,0,0,0,0
"PITA_04099",10,16,11,5,12,6
"PITA_32160",11,0,0,6,2,0
"PITA_33600",0,0,0,0,0,0
"PITA_20665",0,0,0,0,21,0
"PITA_18365",704,190,745,628,521,339
"PITA_26707",1294,709,610,680,702,800
"PITA_43175",196,57,55,41,41,38
"PITA_24527",966,558,553,635,459,688
"PITA_25324",117,69,42,72,99,38
"PITA_03614",0,0,0,0,0,0
"PITA_20393",66,35,15,20,16,28
"PITA_06526",0,0,0,0,0,0
"PITA_42153",1,1,0,0,1,0
"PITA_06869",17,44,40,55,17,23
"PITA_33755",2122,1232,1206,1269,1315,1237
"PITA_35520",0,0,0,0,0,0
"PITA_11342",165,84,84,146,91,119
"PITA_06624",616,395,240,376,255,537
"PITA_01920",8,1,1,1,21,1
"PITA_37980",498,255,341,367,341,346
"PITA_28372",1853,1408,1034,1373,1069,2646
"PITA_43755",5577,2410,2821,2987,2104,3122
"PITA_46176",4,4,1,1,7,3
"PITA_20062",0,0,0,0,0,0
"PITA_09193",1833,1379,905,1163,935,1806
"PITA_33969",0,0,0,0,0,0
"PITA_06849",0,0,0,0,0,0
"PITA_14968",0,0,0,2,0,0
"PITA_17403",239,195,142,86,132,206
"PITA_47790",0,0,0,0,0,0
"PITA_49171",0,0,0,0,0,0
"PITA_49372",17,29,6,28,17,33
"PITA_38470",136,22,23,101,5,24
"PITA_30816",0,0,0,1,1,0
"PITA_28564",0,0,0,0,0,0
"PITA_15213",3,0,0,0,0,0
"PITA_48907",0,0,38,0,63,55
"PITA_44963",405,414,255,179,238,381
"PITA_33025",0,0,0,0,0,0
"PITA_16238",1322,886,1001,828,767,904
"PITA_48348",5,1,0,0,0,0
"PITA_33461",62,50,41,54,42,65
